date,social distancing,isPartial
2020-07-15,64,False
2020-07-16,52,False
2020-07-17,0,False
2020-07-18,61,False
2020-07-19,60,False
2020-07-20,53,False
2020-07-21,73,False
2020-07-22,61,False
2020-07-23,63,False
2020-07-24,100,False
2020-07-25,65,False
2020-07-26,0,False
2020-07-27,0,False
2020-07-28,56,False
2020-07-29,47,False
2020-07-30,57,False
2020-07-31,0,False
2020-08-01,0,False
2020-08-02,53,False
2020-08-03,53,False
2020-08-04,79,False
2020-08-05,71,False
2020-08-06,0,False
2020-08-07,0,False
2020-08-08,63,False
2020-08-09,0,False
2020-08-10,63,False
2020-08-11,0,False
2020-08-12,63,False
2020-08-13,79,False
2020-08-14,0,False
