date,social distancing,isPartial
2020-08-24,0,False
2020-08-25,67,False
2020-08-26,50,False
2020-08-27,67,False
2020-08-28,41,False
2020-08-29,48,False
2020-08-30,0,False
2020-08-31,0,False
2020-09-01,48,False
2020-09-02,43,False
2020-09-03,0,False
2020-09-04,55,False
2020-09-05,0,False
2020-09-06,0,False
2020-09-07,0,False
2020-09-08,48,False
2020-09-09,45,False
2020-09-10,39,False
2020-09-11,39,False
2020-09-12,57,False
2020-09-13,75,False
2020-09-14,65,False
2020-09-15,64,False
2020-09-16,70,False
2020-09-17,0,False
2020-09-18,77,False
2020-09-19,70,False
2020-09-20,100,False
2020-09-21,90,False
2020-09-22,38,False
2020-09-23,45,False
