date,work from home,isPartial
2020-12-18,50,False
2020-12-19,0,False
2020-12-20,59,False
2020-12-21,0,False
2020-12-22,59,False
2020-12-23,0,False
2020-12-24,0,False
2020-12-25,0,False
2020-12-26,0,False
2020-12-27,60,False
2020-12-28,49,False
2020-12-29,52,False
2020-12-30,0,False
2020-12-31,0,False
2021-01-01,0,False
2021-01-02,67,False
2021-01-03,72,False
2021-01-04,91,False
2021-01-05,86,False
2021-01-06,85,False
2021-01-07,67,False
2021-01-08,89,False
2021-01-09,58,False
2021-01-10,100,False
2021-01-11,69,False
2021-01-12,86,False
2021-01-13,89,False
2021-01-14,84,False
2021-01-15,56,False
2021-01-16,0,False
2021-01-17,76,False
