date,work from home,isPartial
2020-07-05,60,False
2020-07-06,86,False
2020-07-07,99,False
2020-07-08,68,False
2020-07-09,75,False
2020-07-10,41,False
2020-07-11,56,False
2020-07-12,49,False
2020-07-13,90,False
2020-07-14,65,False
2020-07-15,86,False
2020-07-16,66,False
2020-07-17,62,False
2020-07-18,55,False
2020-07-19,42,False
2020-07-20,71,False
2020-07-21,68,False
2020-07-22,63,False
2020-07-23,100,False
2020-07-24,74,False
2020-07-25,59,False
2020-07-26,79,False
2020-07-27,72,False
2020-07-28,81,False
2020-07-29,72,False
2020-07-30,86,False
2020-07-31,52,False
2020-08-01,60,False
2020-08-02,63,False
2020-08-03,98,False
2020-08-04,85,False
