date,work from home,isPartial
2020-09-03,91,False
2020-09-04,76,False
2020-09-05,57,False
2020-09-06,47,False
2020-09-07,86,False
2020-09-08,79,False
2020-09-09,70,False
2020-09-10,86,False
2020-09-11,88,False
2020-09-12,74,False
2020-09-13,72,False
2020-09-14,79,False
2020-09-15,100,False
2020-09-16,80,False
2020-09-17,53,False
2020-09-18,58,False
2020-09-19,50,False
2020-09-20,91,False
2020-09-21,73,False
2020-09-22,90,False
2020-09-23,75,False
2020-09-24,68,False
2020-09-25,52,False
2020-09-26,50,False
2020-09-27,49,False
2020-09-28,48,False
2020-09-29,86,False
2020-09-30,73,False
2020-10-01,63,False
2020-10-02,28,False
2020-10-03,50,False
