date,work from home,isPartial
2020-11-09,80,False
2020-11-10,56,False
2020-11-11,75,False
2020-11-12,76,False
2020-11-13,81,False
2020-11-14,0,False
2020-11-15,53,False
2020-11-16,0,False
2020-11-17,79,False
2020-11-18,78,False
2020-11-19,75,False
2020-11-20,88,False
2020-11-21,52,False
2020-11-22,83,False
2020-11-23,0,False
2020-11-24,71,False
2020-11-25,80,False
2020-11-26,61,False
2020-11-27,81,False
2020-11-28,0,False
2020-11-29,48,False
2020-11-30,45,False
2020-12-01,83,False
2020-12-02,63,False
2020-12-03,67,False
2020-12-04,50,False
2020-12-05,0,False
2020-12-06,59,False
2020-12-07,70,False
2020-12-08,64,False
2020-12-09,100,False
