date,work from home,isPartial
2020-08-11,68,False
2020-08-12,72,False
2020-08-13,76,False
2020-08-14,78,False
2020-08-15,43,False
2020-08-16,61,False
2020-08-17,84,False
2020-08-18,61,False
2020-08-19,79,False
2020-08-20,54,False
2020-08-21,60,False
2020-08-22,56,False
2020-08-23,40,False
2020-08-24,64,False
2020-08-25,77,False
2020-08-26,53,False
2020-08-27,100,False
2020-08-28,44,False
2020-08-29,59,False
2020-08-30,56,False
2020-08-31,66,False
2020-09-01,66,False
2020-09-02,86,False
2020-09-03,77,False
2020-09-04,70,False
2020-09-05,54,False
2020-09-06,41,False
2020-09-07,69,False
2020-09-08,72,False
2020-09-09,67,False
2020-09-10,68,False
