date,Quarantine,isPartial
2020-10-19,86,False
2020-10-20,94,False
2020-10-21,88,False
2020-10-22,83,False
2020-10-23,88,False
2020-10-24,100,False
2020-10-25,83,False
2020-10-26,85,False
2020-10-27,85,False
2020-10-28,71,False
2020-10-29,63,False
2020-10-30,61,False
2020-10-31,52,False
2020-11-01,47,False
2020-11-02,53,False
2020-11-03,55,False
2020-11-04,49,False
2020-11-05,51,False
2020-11-06,50,False
2020-11-07,48,False
2020-11-08,40,False
2020-11-09,47,False
2020-11-10,47,False
2020-11-11,36,False
2020-11-12,34,False
2020-11-13,25,False
2020-11-14,32,False
2020-11-15,44,False
2020-11-16,52,False
2020-11-17,44,False
2020-11-18,45,False
