date,Quarantine,isPartial
2020-11-01,62,False
2020-11-02,71,False
2020-11-03,73,False
2020-11-04,65,False
2020-11-05,68,False
2020-11-06,67,False
2020-11-07,64,False
2020-11-08,53,False
2020-11-09,63,False
2020-11-10,63,False
2020-11-11,48,False
2020-11-12,45,False
2020-11-13,33,False
2020-11-14,42,False
2020-11-15,58,False
2020-11-16,70,False
2020-11-17,58,False
2020-11-18,60,False
2020-11-19,63,False
2020-11-20,66,False
2020-11-21,64,False
2020-11-22,67,False
2020-11-23,64,False
2020-11-24,51,False
2020-11-25,65,False
2020-11-26,54,False
2020-11-27,58,False
2020-11-28,54,False
2020-11-29,48,False
2020-11-30,100,False
2020-12-01,85,False
