date,Quarantine,isPartial
2020-07-25,32,False
2020-07-26,34,False
2020-07-27,33,False
2020-07-28,29,False
2020-07-29,32,False
2020-07-30,45,False
2020-07-31,59,False
2020-08-01,29,False
2020-08-02,100,False
2020-08-03,83,False
2020-08-04,44,False
2020-08-05,38,False
2020-08-06,32,False
2020-08-07,30,False
2020-08-08,29,False
2020-08-09,27,False
2020-08-10,27,False
2020-08-11,25,False
2020-08-12,28,False
2020-08-13,27,False
2020-08-14,27,False
2020-08-15,34,False
2020-08-16,31,False
2020-08-17,70,False
2020-08-18,46,False
2020-08-19,36,False
2020-08-20,32,False
2020-08-21,28,False
2020-08-22,26,False
2020-08-23,23,False
2020-08-24,29,False
