date,Quarantine,isPartial
2020-10-06,66,False
2020-10-07,71,False
2020-10-08,66,False
2020-10-09,55,False
2020-10-10,56,False
2020-10-11,55,False
2020-10-12,51,False
2020-10-13,59,False
2020-10-14,60,False
2020-10-15,60,False
2020-10-16,62,False
2020-10-17,58,False
2020-10-18,60,False
2020-10-19,86,False
2020-10-20,94,False
2020-10-21,88,False
2020-10-22,83,False
2020-10-23,88,False
2020-10-24,100,False
2020-10-25,83,False
2020-10-26,85,False
2020-10-27,85,False
2020-10-28,71,False
2020-10-29,63,False
2020-10-30,61,False
2020-10-31,52,False
2020-11-01,47,False
2020-11-02,53,False
2020-11-03,55,False
2020-11-04,49,False
2020-11-05,51,False
