date,Quarantine,isPartial
2020-08-28,67,False
2020-08-29,63,False
2020-08-30,63,False
2020-08-31,100,False
2020-09-01,77,False
2020-09-02,67,False
2020-09-03,63,False
2020-09-04,58,False
2020-09-05,62,False
2020-09-06,56,False
2020-09-07,54,False
2020-09-08,55,False
2020-09-09,52,False
2020-09-10,48,False
2020-09-11,44,False
2020-09-12,50,False
2020-09-13,44,False
2020-09-14,48,False
2020-09-15,55,False
2020-09-16,46,False
2020-09-17,57,False
2020-09-18,56,False
2020-09-19,50,False
2020-09-20,51,False
2020-09-21,48,False
2020-09-22,52,False
2020-09-23,44,False
2020-09-24,48,False
2020-09-25,50,False
2020-09-26,44,False
2020-09-27,50,False
