date,Quarantine,isPartial
2020-10-14,62,False
2020-10-15,66,False
2020-10-16,67,False
2020-10-17,59,False
2020-10-18,61,False
2020-10-19,89,False
2020-10-20,95,False
2020-10-21,90,False
2020-10-22,89,False
2020-10-23,99,False
2020-10-24,100,False
2020-10-25,87,False
2020-10-26,86,False
2020-10-27,91,False
2020-10-28,77,False
2020-10-29,65,False
2020-10-30,64,False
2020-10-31,54,False
2020-11-01,50,False
2020-11-02,56,False
2020-11-03,58,False
2020-11-04,57,False
2020-11-05,54,False
2020-11-06,54,False
2020-11-07,50,False
2020-11-08,38,False
2020-11-09,48,False
2020-11-10,47,False
2020-11-11,39,False
2020-11-12,31,False
2020-11-13,24,False
