date,rashes,isPartial
2020-09-03,61,False
2020-09-04,62,False
2020-09-05,100,False
2020-09-06,82,False
2020-09-07,68,False
2020-09-08,63,False
2020-09-09,69,False
2020-09-10,37,False
2020-09-11,60,False
2020-09-12,66,False
2020-09-13,58,False
2020-09-14,47,False
2020-09-15,60,False
2020-09-16,29,False
2020-09-17,54,False
2020-09-18,69,False
2020-09-19,72,False
2020-09-20,55,False
2020-09-21,51,False
2020-09-22,50,False
2020-09-23,66,False
2020-09-24,59,False
2020-09-25,38,False
2020-09-26,88,False
2020-09-27,77,False
2020-09-28,66,False
2020-09-29,47,False
2020-09-30,74,False
2020-10-01,59,False
2020-10-02,57,False
2020-10-03,60,False
