date,rashes,isPartial
2021-01-28,95,False
2021-01-29,65,False
2021-01-30,77,False
2021-01-31,69,False
2021-02-01,77,False
2021-02-02,77,False
2021-02-03,88,False
2021-02-04,66,False
2021-02-05,56,False
2021-02-06,96,False
2021-02-07,100,False
2021-02-08,80,False
2021-02-09,53,False
2021-02-10,44,False
2021-02-11,65,False
2021-02-12,91,False
2021-02-13,85,False
2021-02-14,81,False
2021-02-15,86,False
2021-02-16,89,False
2021-02-17,86,False
2021-02-18,95,False
2021-02-19,82,False
2021-02-20,62,False
2021-02-21,91,False
2021-02-22,78,False
2021-02-23,74,False
2021-02-24,86,False
2021-02-25,51,False
2021-02-26,70,False
2021-02-27,87,False
