date,rashes,isPartial
2020-06-13,74,False
2020-06-14,82,False
2020-06-15,53,False
2020-06-16,83,False
2020-06-17,86,False
2020-06-18,62,False
2020-06-19,70,False
2020-06-20,74,False
2020-06-21,62,False
2020-06-22,76,False
2020-06-23,79,False
2020-06-24,93,False
2020-06-25,82,False
2020-06-26,85,False
2020-06-27,88,False
2020-06-28,82,False
2020-06-29,76,False
2020-06-30,75,False
2020-07-01,84,False
2020-07-02,64,False
2020-07-03,100,False
2020-07-04,91,False
2020-07-05,81,False
2020-07-06,92,False
2020-07-07,70,False
2020-07-08,74,False
2020-07-09,78,False
2020-07-10,92,False
2020-07-11,96,False
2020-07-12,97,False
2020-07-13,76,False
