date,lagnat,isPartial
2020-09-21,0,False
2020-09-22,100,False
2020-09-23,72,False
2020-09-24,0,False
2020-09-25,0,False
2020-09-26,0,False
2020-09-27,66,False
2020-09-28,0,False
2020-09-29,50,False
2020-09-30,0,False
2020-10-01,0,False
2020-10-02,0,False
2020-10-03,0,False
2020-10-04,0,False
2020-10-05,0,False
2020-10-06,0,False
2020-10-07,0,False
2020-10-08,0,False
2020-10-09,0,False
2020-10-10,0,False
2020-10-11,66,False
2020-10-12,0,False
2020-10-13,0,False
2020-10-14,84,False
2020-10-15,0,False
2020-10-16,0,False
2020-10-17,0,False
2020-10-18,0,False
2020-10-19,0,False
2020-10-20,0,False
2020-10-21,48,False
