date,headache,isPartial
2020-09-27,96,False
2020-09-28,92,False
2020-09-29,82,False
2020-09-30,75,False
2020-10-01,100,False
2020-10-02,70,False
2020-10-03,86,False
2020-10-04,86,False
2020-10-05,87,False
2020-10-06,66,False
2020-10-07,60,False
2020-10-08,70,False
2020-10-09,73,False
2020-10-10,72,False
2020-10-11,93,False
2020-10-12,64,False
2020-10-13,69,False
2020-10-14,63,False
2020-10-15,51,False
2020-10-16,66,False
2020-10-17,68,False
2020-10-18,89,False
2020-10-19,82,False
2020-10-20,68,False
2020-10-21,83,False
2020-10-22,73,False
2020-10-23,82,False
2020-10-24,98,False
2020-10-25,91,False
2020-10-26,96,False
2020-10-27,76,False
