date,headache,isPartial
2020-05-18,99,False
2020-05-19,55,False
2020-05-20,86,False
2020-05-21,69,False
2020-05-22,83,False
2020-05-23,81,False
2020-05-24,76,False
2020-05-25,92,False
2020-05-26,100,False
2020-05-27,92,False
2020-05-28,81,False
2020-05-29,87,False
2020-05-30,85,False
2020-05-31,98,False
2020-06-01,91,False
2020-06-02,68,False
2020-06-03,80,False
2020-06-04,76,False
2020-06-05,79,False
2020-06-06,92,False
2020-06-07,89,False
2020-06-08,84,False
2020-06-09,67,False
2020-06-10,70,False
2020-06-11,72,False
2020-06-12,84,False
2020-06-13,86,False
2020-06-14,87,False
2020-06-15,66,False
2020-06-16,71,False
2020-06-17,77,False
