date,headache,isPartial
2020-06-25,80,False
2020-06-26,68,False
2020-06-27,80,False
2020-06-28,82,False
2020-06-29,60,False
2020-06-30,65,False
2020-07-01,69,False
2020-07-02,77,False
2020-07-03,66,False
2020-07-04,68,False
2020-07-05,95,False
2020-07-06,95,False
2020-07-07,77,False
2020-07-08,76,False
2020-07-09,84,False
2020-07-10,81,False
2020-07-11,81,False
2020-07-12,100,False
2020-07-13,79,False
2020-07-14,78,False
2020-07-15,91,False
2020-07-16,80,False
2020-07-17,73,False
2020-07-18,94,False
2020-07-19,96,False
2020-07-20,95,False
2020-07-21,80,False
2020-07-22,98,False
2020-07-23,96,False
2020-07-24,91,False
2020-07-25,88,False
