date,ubo,isPartial
2020-11-11,0,False
2020-11-12,61,False
2020-11-13,82,False
2020-11-14,70,False
2020-11-15,0,False
2020-11-16,0,False
2020-11-17,58,False
2020-11-18,87,False
2020-11-19,0,False
2020-11-20,0,False
2020-11-21,79,False
2020-11-22,74,False
2020-11-23,51,False
2020-11-24,58,False
2020-11-25,71,False
2020-11-26,81,False
2020-11-27,55,False
2020-11-28,0,False
2020-11-29,100,False
2020-11-30,68,False
2020-12-01,55,False
2020-12-02,76,False
2020-12-03,55,False
2020-12-04,78,False
2020-12-05,71,False
2020-12-06,59,False
2020-12-07,59,False
2020-12-08,78,False
2020-12-09,65,False
2020-12-10,0,False
2020-12-11,0,False
