date,ubo,isPartial
2020-06-19,42,False
2020-06-20,41,False
2020-06-21,50,False
2020-06-22,53,False
2020-06-23,37,False
2020-06-24,68,False
2020-06-25,0,False
2020-06-26,64,False
2020-06-27,62,False
2020-06-28,100,False
2020-06-29,59,False
2020-06-30,47,False
2020-07-01,59,False
2020-07-02,42,False
2020-07-03,57,False
2020-07-04,70,False
2020-07-05,41,False
2020-07-06,83,False
2020-07-07,43,False
2020-07-08,80,False
2020-07-09,55,False
2020-07-10,50,False
2020-07-11,72,False
2020-07-12,86,False
2020-07-13,48,False
2020-07-14,56,False
2020-07-15,46,False
2020-07-16,45,False
2020-07-17,55,False
2020-07-18,66,False
2020-07-19,50,False
