date,ubo,isPartial
2020-12-11,0,False
2020-12-12,46,False
2020-12-13,73,False
2020-12-14,42,False
2020-12-15,44,False
2020-12-16,62,False
2020-12-17,50,False
2020-12-18,42,False
2020-12-19,0,False
2020-12-20,0,False
2020-12-21,0,False
2020-12-22,49,False
2020-12-23,0,False
2020-12-24,67,False
2020-12-25,0,False
2020-12-26,48,False
2020-12-27,92,False
2020-12-28,64,False
2020-12-29,100,False
2020-12-30,64,False
2020-12-31,0,False
2021-01-01,0,False
2021-01-02,74,False
2021-01-03,0,False
2021-01-04,52,False
2021-01-05,55,False
2021-01-06,55,False
2021-01-07,56,False
2021-01-08,50,False
2021-01-09,74,False
2021-01-10,96,False
