date,ubo,isPartial
2020-08-28,0,False
2020-08-29,66,False
2020-08-30,83,False
2020-08-31,0,False
2020-09-01,0,False
2020-09-02,0,False
2020-09-03,57,False
2020-09-04,46,False
2020-09-05,57,False
2020-09-06,0,False
2020-09-07,100,False
2020-09-08,0,False
2020-09-09,61,False
2020-09-10,44,False
2020-09-11,78,False
2020-09-12,64,False
2020-09-13,64,False
2020-09-14,48,False
2020-09-15,50,False
2020-09-16,0,False
2020-09-17,78,False
2020-09-18,0,False
2020-09-19,0,False
2020-09-20,0,False
2020-09-21,0,False
2020-09-22,0,False
2020-09-23,49,False
2020-09-24,69,False
2020-09-25,90,False
2020-09-26,0,False
2020-09-27,76,False
