date,ubo,isPartial
2020-04-22,0,False
2020-04-23,78,False
2020-04-24,0,False
2020-04-25,0,False
2020-04-26,0,False
2020-04-27,100,False
2020-04-28,69,False
2020-04-29,92,False
2020-04-30,67,False
2020-05-01,0,False
2020-05-02,0,False
2020-05-03,0,False
2020-05-04,70,False
2020-05-05,0,False
2020-05-06,0,False
2020-05-07,69,False
2020-05-08,0,False
2020-05-09,0,False
2020-05-10,0,False
2020-05-11,0,False
2020-05-12,0,False
2020-05-13,0,False
2020-05-14,0,False
2020-05-15,0,False
2020-05-16,0,False
2020-05-17,0,False
2020-05-18,97,False
2020-05-19,80,False
2020-05-20,0,False
2020-05-21,0,False
2020-05-22,0,False
