date,ubo,isPartial
2020-07-05,48,False
2020-07-06,97,False
2020-07-07,50,False
2020-07-08,93,False
2020-07-09,64,False
2020-07-10,58,False
2020-07-11,84,False
2020-07-12,100,False
2020-07-13,56,False
2020-07-14,65,False
2020-07-15,54,False
2020-07-16,53,False
2020-07-17,64,False
2020-07-18,76,False
2020-07-19,58,False
2020-07-20,63,False
2020-07-21,56,False
2020-07-22,60,False
2020-07-23,42,False
2020-07-24,58,False
2020-07-25,0,False
2020-07-26,71,False
2020-07-27,54,False
2020-07-28,55,False
2020-07-29,90,False
2020-07-30,0,False
2020-07-31,55,False
2020-08-01,95,False
2020-08-02,60,False
2020-08-03,49,False
2020-08-04,64,False
