date,masks,isPartial
2020-12-06,52,False
2020-12-07,65,False
2020-12-08,0,False
2020-12-09,82,False
2020-12-10,49,False
2020-12-11,53,False
2020-12-12,54,False
2020-12-13,58,False
2020-12-14,0,False
2020-12-15,65,False
2020-12-16,55,False
2020-12-17,77,False
2020-12-18,47,False
2020-12-19,74,False
2020-12-20,100,False
2020-12-21,56,False
2020-12-22,0,False
2020-12-23,0,False
2020-12-24,64,False
2020-12-25,64,False
2020-12-26,0,False
2020-12-27,56,False
2020-12-28,0,False
2020-12-29,0,False
2020-12-30,0,False
2020-12-31,0,False
2021-01-01,82,False
2021-01-02,58,False
2021-01-03,67,False
2021-01-04,80,False
2021-01-05,82,False
