date,masks,isPartial
2020-05-07,39,False
2020-05-08,43,False
2020-05-09,53,False
2020-05-10,30,False
2020-05-11,56,False
2020-05-12,64,False
2020-05-13,47,False
2020-05-14,59,False
2020-05-15,59,False
2020-05-16,43,False
2020-05-17,69,False
2020-05-18,79,False
2020-05-19,67,False
2020-05-20,65,False
2020-05-21,89,False
2020-05-22,48,False
2020-05-23,70,False
2020-05-24,75,False
2020-05-25,100,False
2020-05-26,99,False
2020-05-27,77,False
2020-05-28,72,False
2020-05-29,61,False
2020-05-30,50,False
2020-05-31,62,False
2020-06-01,57,False
2020-06-02,72,False
2020-06-03,57,False
2020-06-04,71,False
2020-06-05,55,False
2020-06-06,68,False
